##############################################################################################################################################
NUM     NAME              Gl     Gb     P0                   P1              DM          DIST   DIST_DM     AGE    BINARY   PSR               
#                       (deg)  (deg)  (s)                                (cm^#3 pc)     (kpc)  (kpc)       (Yr)   (type)   TYPE               
##############################################################################################################################################
1863  J1859+1526       47.64  5.18   0.933971582308        3.9255E-15     97.45        4.76   4.76       3.77e+06 *       *                   
1864  J1900-0051       33.24  -2.47  0.385194094862        1.421E-16      136.8        3.30   3.30       4.29e+07 *       *                   
1865  J1900+0227       36.17  -0.92  0.37426157516         5.705E-15      201.1        4.32   4.32       1.04e+06 *       *                   

1866  J1900+0308       36.80  -0.66  0.004909239016418     5.9E-21        249.898      5.27   5.27       1.32e+10 ELL1    *                   
1867  J1900+0634       39.81  1.00   0.389869101178        5.125E-15      323.4        7.31   7.31       1.21e+06 *       *                   
1868  J1900-09         25.47  -6.24  1.424                 *              150          5.76   5.76       *        *       *                   
1869  B1857-26         10.34  -13.45 0.6122092044383       2.04534E-16    37.994       0.70   1.71       4.74e+07 *       *                   
1870  J1900+30         61.76  11.80  0.602227              *              65           4.56   4.56       *        *       *                   

1871  B1851-79         314.32 -27.06 1.2791931935          1.86E-15       39           3.87   +3.87      1.09e+07 *       *                   
1872  J1901+00         34.47  -2.05  0.777662              *              345.5        8.15   8.15       *        *       *                   
1873  J1901+0124       35.38  -1.68  0.318817259335        3.241E-15      314.4        7.20   7.20       1.56e+06 *       *                   
1874  B1859+01         35.82  -1.37  0.2882191593441       2.357457E-15   105.394      2.96   2.96       1.94e+06 *       *                   
1875  J1901+0254       36.64  -0.86  1.2996934495          4.6E-16        185          3.95   3.95       4.52e+07 *       *                   

1876  J1901-0312       31.19  -3.65  0.355725186569        2.292E-15      106.4        2.89   2.89       2.46e+06 *       *                   
1877  J1901-0315       31.15  -3.67  0.80169309688         2.57E-15       242.6        6.95   6.95       4.94e+06 *       *                   
1878  J1901+0320       37.00  -0.61  0.63658447822         5.2E-16        393          7.74   7.74       1.93e+07 *       *                   
1879  B1859+03         37.21  -0.64  0.65545023949         7.4593E-15     402.080      7.00   8.05       1.39e+06 *       *                   
1880  J1901+0355       37.58  -0.44  0.55475646483         1.2741E-14     547          10.18  10.18      6.9e+05  *       *                   

1881  J1901+0413       37.81  -0.23  2.6630796830          1.316E-13      352          6.91   6.91       3.21e+05 *       *                   
1882  J1901+0435       38.17  -0.15  0.6905763581          8.67E-15       1042.6       30.00  +30.00     1.26e+06 *       *                   
1883  J1901+0510       38.74  0.03   0.61475669408         3.110E-14      429          8.47   8.47       3.13e+05 *       *                   
1884  J1901+0621       39.69  0.76   0.83200194892         1.8E-17        94           3.11   3.11       7.32e+08 *       *                   
1885  B1859+07         40.57  1.06   0.64399866351         2.2872E-15     252.81       3.40   5.49       4.46e+06 *       *                   

1886  J1901-0906       25.98  -6.44  1.781927762343        1.63829E-15    72.677       2.42   2.42       1.72e+07 *       *                   
1887  J1901+1306       45.79  3.68   1.8308574530          1.31E-16       75.03        3.53   3.53       2.21e+08 *       *                   
1888  J1901-1740       18.14  -10.07 1.95685759005         8.23E-16       24.4         1.27   1.27       3.77e+07 *       *                   
1889  J1902+0248       36.74  -1.25  1.22377745359         2.41E-15       272.0        6.09   6.09       8.06e+06 *       *                   
1890  J1902-0340       30.96  -4.21  1.5246721060          2.00E-15       114          3.13   3.13       1.21e+07 *       *                   

1891  B1900+05         39.50  0.21   0.7465773564336       1.2875167E-1   177.486      3.60   3.91       9.19e+05 *       *                   
1892  B1900+06         39.81  0.34   0.673503316930        7.7127E-15     502.900      7.00   9.63       1.38e+06 *       *                   
1893  J1902+0723       40.74  0.98   0.4878126283          2.10E-16       105.0        3.33   3.33       3.68e+07 *       *                   
1894  J1902-10         24.62  -7.23  0.7868                *              91           3.15   3.15       *        *       *                   
1895  J1902-5105       345.59 -22.40 0.00174               *              36.3         2.11   2.11       *        *       HE                  

1896  J1902-70         325.33 -26.26 0.00360               *              19.5         1.12   1.12       *        *       *                   
1897  B1900+01         35.73  -1.96  0.729303862273        4.03305E-15    245.167      3.30   6.10       2.87e+06 *       *                   
1898  J1903-0258       31.66  -4.04  0.301458774079        6.791E-16      113.0        3.10   3.10       7.03e+06 *       *                   
1899  J1903+0327       37.34  -1.01  0.00214991236434921   1.88208E-20    297.5245     6.45   6.45       1.81e+09 DD      *                   
1900  J1903+0601       39.65  0.11   0.374117028251        1.92039E-14    388          7.84   7.84       3.09e+05 *       *                   

1901  B1900-06         28.48  -5.68  0.43188708466         3.4014E-15     195.611      8.77   8.77       2.01e+06 *       *                   
1902  J1903-0848       26.38  -6.60  0.88732464056         1.330E-15      66.99        2.32   2.32       1.06e+07 *       *                   
1903  J1903+0925       42.74  1.54   0.35715482026         3.6899E-14     162          4.17   4.17       1.53e+05 *       *                   
1904  J1903+2225       54.36  7.43   0.65118538418         4.45E-16       109.20       7.86   7.86       2.32e+07 *       *                   
1905  J1904+0004       34.45  -2.81  0.1395246286237       1.18058E-16    233.61       6.43   6.43       1.87e+07 *       *                   

1906  J1904-0150       32.83  -3.84  0.379387161967        8.898E-16      162.2        4.93   4.93       6.76e+06 *       *                   
1907  J1904+0412       38.16  -0.99  0.0710948973807       1.1E-19        185.9        4.01   4.01       1.02e+10 BT      *                   
1908  J1904+0738       41.18  0.68   0.2089583321216       0.410898E-15   278.32       5.86   5.86       8.06e+06 *       *                   
1909  J1904+0800       41.50  0.86   0.263344725870        1.7317E-14     438.8        9.20   9.20       2.41e+05 *       *                   
1910  B1901+10         43.43  1.87   1.85656971650         2.76E-16       135          4.03   4.03       1.07e+08 *       *                   

1911  J1904-1224       23.29  -8.49  0.750808122380        7.4236E-16     118.23       5.63   5.63       1.6e+07  *       *                   
1912  J1904-16         19.65  -10.28 1.541                 *              150          9.86   +9.86      *        *       *                   
1913  B1902-01         33.69  -3.55  0.643181259558        3.05164E-15    229.131      6.91   6.91       3.34e+06 *       *                   
1914  J1905+0154A      36.21  -2.20  0.00319294082         *              193.692      7.90   4.80       *        ELL1    *                   
1915  J1905+0400       38.09  -1.29  0.0037844047882356    4.9052E-21     25.6923      1.33   1.33       1.22e+10 *       *                   

1916  J1905+0600       39.84  -0.28  0.441209731966        1.1123E-15     730.1        18.06  18.06      6.28e+06 *       *                   
1917  J1905+0616       40.07  -0.17  0.989706023196        135.232E-15    256.05       5.24   5.24       1.16e+05 *       *                   
1918  B1903+07         40.94  0.07   0.64804005430         4.9416E-15     245.34       4.98   4.98       2.08e+06 *       *                   
1919  J1905+0902       42.56  1.06   0.2182529126846       3.49853E-15    433.4        9.14   9.14       9.88e+05 *       *                   
1920  J1906+0414       38.48  -1.51  1.043361628655        1.1461E-14     349          9.21   9.21       1.44e+06 *       *                   

1921  B1904+06         40.60  -0.30  0.2672750082591       2.135599E-15   472.8        7.00   9.23       1.98e+06 *       *                   
1922  J1906+0649       40.69  -0.15  1.28656437956         1.52E-16       249          5.07   5.07       1.34e+08 *       *                   
1923  J1906+0746       41.60  0.15   0.144071929982        2.0280E-14     217.780      4.53   4.53       1.13e+05 BT      *                   
1924  J1906+0912       42.84  0.88   0.77534458995         1.32E-16       265          5.63   5.63       9.29e+07 *       *                   
1925  J1906+1854       51.50  5.25   1.01909277135         2.054E-16      156.72       11.06  11.06      7.86e+07 *       *                   

1926  J1907+0249       37.31  -2.32  0.351879439822        1.135E-15      261          7.49   7.49       4.91e+06 *       *                   
1927  J1907+0345       38.08  -1.80  0.240153263208        8.222E-15      311.7        8.62   8.62       4.63e+05 *       *                   
1928  J1907+0534       39.72  -0.99  1.1384027132          3.15E-15       524          11.94  11.94      5.73e+06 *       *                   
1929  J1907+0602       40.18  -0.89  0.106632746266        8.68208E-14    82.1         3.01   3.01       1.95e+04 *       HE                  
1930  J1907+0731       41.50  -0.21  0.363676330005        1.8416E-14     239.8        4.89   4.89       3.13e+05 *       *                   

1931  J1907+0740       41.61  -0.10  0.574697951954        6.71E-16       332          6.84   6.84       1.36e+07 *       *                   
1932  J1907+0918       43.02  0.73   0.2261071099878       9.42955E-14    357.9        7.68   7.68       3.8e+04  *       *                   
1933  J1907+0919       43.02  0.77   5.198346              9.2E-11        *            *      *          895      *       AXP,NRAD            
1934  J1907+1149       45.29  1.83   1.42016034143         1.5979E-13     202.8        5.28   5.28       1.41e+05 *       *                   
1935  B1904+12         46.10  2.37   0.82709737059         1.948E-15      257          7.18   7.18       6.73e+06 *       *                   

1936  J1907-1532       20.70  -10.41 0.63223532885         3.084E-15      72.6         3.09   3.09       3.25e+06 *       *                   
1937  B1905+39         70.95  14.20  1.235757452781        5.40707E-16    30.96        1.76   1.76       3.62e+07 *       *                   
1938  J1908+0457       39.27  -1.47  0.8467928462          9.8E-16        360          9.30   9.30       1.37e+07 *       *                   
1939  J1908+0500       39.29  -1.40  0.29102078676         2.5856E-15     201.42       4.43   4.43       1.78e+06 *       *                   
1940  J1908+0734       41.58  -0.27  0.212352673319        8.2459E-16     11.104       0.58   0.58       4.08e+06 *       *                   

1941  J1908+0839       42.56  0.23   0.185397243919        2.3865E-15     512.1        9.42   9.42       1.23e+06 *       *                   
1942  J1908+0909       42.97  0.49   0.336554651762        3.48712E-14    467.5        8.81   8.81       1.53e+05 *       *                   
1943  B1906+09         43.17  0.36   0.83026988471         9.8E-17        249.8        5.17   5.17       1.34e+08 *       *                   
1944  J1908+2351       56.14  7.11   0.377578026           0.017E-15      101.5        6.63   6.63       3.52e+08 *       *                   
1945  B1907+00         35.12  -3.98  1.01694836198         5.51856E-15    112.787      3.26   3.26       2.92e+06 *       *                   

1946  B1907+02         37.60  -2.71  0.989831207210        5.52533E-15    171.734      4.50   4.35       2.84e+06 *       *                   
1947  J1909+0616       40.62  -1.21  0.75599276085         2.058E-14      352          8.59   8.59       5.82e+05 *       *                   
1948  J1909+0641       40.94  -0.94  0.741761952452        3.2239E-15     36.7         1.86   1.86       3.65e+06 *       RRAT                
1949  J1909+0749       41.91  -0.34  0.23716129322         151.920E-15    539.36       10.84  10.84      2.47e+04 *       *                   
1950  J1909+0912       43.16  0.26   0.222949273318        3.5805E-14     421.5        8.20   8.20       9.87e+04 *       *                   

1951  B1907+10         44.83  0.99   0.2836413311242       2.63972E-15    149.982      4.80   4.31       1.7e+06  *       *                   
1952  J1909+1450       48.18  2.83   0.9961077952          2.19E-16       119.5        4.94   4.94       7.21e+07 *       *                   
1953  J1909+1859       51.85  4.75   0.54245109601         9.7E-17        64.477       3.40   3.40       8.86e+07 *       *                   
1954  J1909-3744       359.73 -19.60 0.00294710806810764    1.402542E-2    10.3934      1.26   0.55       3.33e+09 T2      *                   
1955  J1910-0112       34.01  -4.74  1.3606029280          1.8E-16        178          6.44   6.44       1.21e+08 *       *                   

1956  J1910+0225       37.23  -3.06  0.337854845269        2.623E-16      209          6.33   6.33       2.04e+07 *       *                   
1957  B1907-03         32.28  -5.68  0.504604607817        2.18734E-15    205.53       10.25  10.25      3.66e+06 *       *                   
1958  B1907+03         38.61  -2.34  2.33026282052         4.4711E-15     82.93        2.95   2.95       8.26e+06 *       *                   
1959  J1910+0534       40.06  -1.67  0.45286735393         1.92E-15       484          15.39  15.39      3.73e+06 *       *                   
1960  J1910+0714       41.52  -0.87  2.7124228384          6.122E-15      124.06       3.60   3.60       7.02e+06 *       *                   

1961  J1910+0728       41.74  -0.77  0.325415321974        8.3062E-15     283.7        6.04   6.04       6.21e+05 *       *                   
1962  B1907+12         46.20  1.59   1.441741592612        8.22973E-15    258.64       6.47   6.47       2.78e+06 *       *                   
1963  J1910+1256       46.56  1.80   0.00498358394056511   9.686E-21      38.0701      1.95   1.95       8.15e+09 BT      *                   
1964  J1910-5959A      336.53 -25.73 0.00326618657079054   2.94703E-21    33.6998      4.50   2.22       1.76e+10 DD      *                   
1965  J1910-5959B      336.49 -25.63 0.008357798500844     -7.9041E-19    33.28        4.50   2.15       *        *       *                   

1966  J1910-5959C      336.46 -25.66 0.0052773269323093    2.16E-21       33.21        4.50   2.16       3.87e+10 *       *                   
1967  J1910-5959D      336.49 -25.63 0.009035285247765     9.6431E-19     33.28        4.50   2.15       1.48e+08 *       *                   
1968  J1910-5959E      336.49 -25.63 0.004571765939750     -4.3435E-19    33.31        4.50   2.16       *        *       *                   
1969  J1911+00         35.81  -4.25  6.94                  *              100          3.14   3.14       *        *       RRAT                
1970  B1908+00A        36.11  -3.92  0.003618524251059     -6.58E-21      202.678      7.40   7.12       *        ELL1    *                   

1971  J1911+0101B      36.11  -3.93  0.005384325706188     -2.0E-21       196.69       7.40   6.80       *        *       *                   
1972  J1911-1114       25.14  -9.58  0.0036257455713977    1.416E-20      30.9750      1.59   1.59       4.06e+09 ELL1    *                   
1973  J1911+1347       47.52  1.81   0.0046259624652639    1.712E-20      30.99        1.60   1.60       4.28e+09 *       *                   
1974  J1911+1758       51.24  3.74   0.46040581878         1.31E-17       48.971       2.54   2.54       5.57e+08 *       *                   
1975  B1910+10         44.79  0.15   0.409349485862        1.57620E-14    147.0        4.23   4.23       4.11e+05 *       *                   

1976  B1910+20         54.09  4.99   2.232969028273        1.017751E-14   88.34        4.84   4.84       3.48e+06 *       *                   
1977  J1912+2525       57.93  7.04   0.62197624506         2.25E-16       37.836       2.02   2.02       4.38e+07 *       *                   
1978  B1911-04         31.31  -7.12  0.825935803096        4.06801E-15    89.385       3.22   3.22       3.22e+06 *       *                   
1979  J1913+0446       39.74  -2.79  1.61612987171         2.78904E-13    109.1        3.41   3.41       9.18e+04 *       *                   
1980  J1913+0832       42.98  -0.86  0.134409003575        4.5696E-15     355.2        7.76   7.76       4.66e+05 *       *                   

1981  J1913+0904       43.50  -0.68  0.163245785775        1.76167E-14    95.3         3.49   3.49       1.47e+05 *       *                   
1982  B1911+09         44.03  -0.55  1.24196459936         4.32E-16       157          4.22   4.22       4.56e+07 *       *                   
1983  J1913+1000       44.29  -0.19  0.83714819649         1.6737E-14     422          7.89   7.89       7.92e+05 *       *                   
1984  J1913+1011       44.48  -0.17  0.03590861279827      3.36768E-15    178.8        4.48   4.48       1.69e+05 *       *                   
1985  J1913+1145       45.92  0.48   0.30606864497         5.016E-15      637.0        15.06  15.06      9.67e+05 *       *                   

1986  J1913+1330       47.42  1.38   0.92339055858         8.6799E-15     175.64       5.35   5.35       1.69e+06 *       RRAT                
1987  B1911+13         47.88  1.59   0.5214727140817       8.03532E-16    145.052      5.07   5.07       1.03e+07 *       *                   
1988  J1913+3732       69.10  12.13  0.851078948902        1.3792E-15     69           5.50   5.50       9.78e+06 *       *                   
1989  J1914+0219       37.63  -4.04  0.457526573507        1.0181E-15     233.8        9.77   9.77       7.12e+06 *       *                   
1990  J1914+0631       41.35  -2.07  0.69381120574         3.3E-17        58           2.68   2.68       3.31e+08 *       *                   

1991  B1911+11         45.62  0.20   0.60099749634         6.555E-16      100          3.80   3.80       1.45e+07 *       *                   
1992  J1915+0227       37.82  -4.12  0.3173062332319       2.9898E-16     192.6        7.01   7.01       1.68e+07 *       *                   
1993  J1915+0738       42.47  -1.80  1.54270444942         3.306E-15      39.00        1.98   1.98       7.39e+06 *       *                   
1994  J1915+0752       42.62  -1.61  2.05831378861         0.139E-15      105.3        3.56   3.56       2.35e+08 *       *                   
1995  J1915+0838       43.34  -1.30  0.34277679653         1.571E-15      358          8.12   8.12       3.46e+06 *       *                   

1996  B1913+10         44.71  -0.65  0.404547474466        1.525610E-14   241.693      7.00   5.32       4.2e+05  *       *                   
1997  J1915+1410       48.27  1.20   0.297494121670        4.89E-17       273.7        7.76   7.76       9.63e+07 *       *                   
1998  B1913+16         49.97  2.12   0.0590300032180       8.628E-18      168.77       7.13   7.13       1.08e+08 BT      *                   
1999  B1913+167        50.55  2.47   1.616231495126        4.0550E-16     62.57        3.16   3.16       6.32e+07 *       *                   
2000  J1916+0748       42.77  -2.05  0.54175211381         10.708E-15     304.0        8.24   8.24       8.02e+05 *       *                   

2001  J1916+0844       43.54  -1.49  0.439995272067        2.9009E-15     339.4        7.98   7.98       2.4e+06  *       *                   
2002  J1916+0852       43.67  -1.45  2.1827459895          1.31E-14       295          6.98   6.98       2.64e+06 *       *                   
2003  B1914+09         44.56  -1.02  0.2702544395645       2.518463E-15   60.953       2.88   2.88       1.7e+06  *       *                   
2004  J1916+1023       45.03  -0.79  1.6183389208          6.8E-16        329.8        6.93   6.93       3.77e+07 *       *                   
2005  B1913+105        45.10  -0.64  0.62896972129         3.4E-17        387.2        7.55   7.55       2.93e+08 *       *                   

2006  J1916+1225       46.81  0.23   0.227387488792        23.4516E-15    265.31       6.19   6.19       1.54e+05 *       *                   
2007  B1914+13         47.58  0.45   0.28184240740         3.6491E-15     237.009      4.50   6.16       1.22e+06 *       *                   
2008  J1917+0834       43.57  -1.89  2.129665364024        17.4935E-15    29.18        1.51   1.51       1.93e+06 *       *                   
2009  B1915+13         48.26  0.62   0.194630982798        7.19782E-15    94.538       5.00   4.07       4.28e+05 *       *                   
2010  J1917+1737       51.53  2.42   0.334725226760        0.324E-15      208.0        10.21  10.21      1.64e+07 *       *                   

2011  B1915+22         55.78  4.55   0.425897254225        2.86494E-15    134.93       8.04   8.04       2.36e+06 *       *                   
2012  J1918-0642       30.03  -9.12  0.00764587288390884   2.56944E-20    26.554       1.40   1.40       4.71e+09 ELL1    *                   
2013  J1918-1052       26.23  -10.96 0.798692542358        8.653E-16      62.73        2.78   2.78       1.46e+07 *       *                   
2014  B1916+14         49.10  0.87   1.18102329730         2.123644E-13   27.202       1.41   1.41       8.81e+04 *       HE[zkgl09]          
2015  J1918+1541       49.89  1.36   0.37088299877         2.543E-15      13           0.68   0.68       2.31e+06 *       *                   

2016  B1917+00         36.51  -6.15  1.27226037471         7.66978E-15    90.315       3.32   3.32       2.63e+06 *       *                   
2017  J1919+0134       37.58  -5.56  1.60398355528         5.89E-16       191.9        10.23  10.23      4.31e+07 *       *                   
2018  J1919+1314       47.90  -0.09  0.571399860595        3.78771E-15    613.4        20.84  20.84      2.39e+06 *       *                   
2019  J1919+1645       50.95  1.64   0.562789986697        0.2161E-15     208          9.56   9.56       4.13e+07 *       *                   
2020  J1919+1745       51.90  1.99   2.081343459724        1.7050E-15     142.3        6.86   6.86       1.93e+07 *       RRAT                

2021  J1920-09         27.46  -10.93 1.038                 *              93           5.75   5.75       *        *       *                   
2022  J1920+1040       45.78  -1.59  2.21580173889         6.48E-15       304          7.19   7.19       5.42e+06 *       *                   
2023  J1920+1110       46.15  -1.20  0.50988582045         1.56E-16       182          5.01   5.01       5.18e+07 *       *                   
2024  B1918+26         60.07  6.03   0.785521849527        3.436E-17      27.62        1.46   1.46       3.62e+08 *       *                   
2025  J1921+0812       43.71  -2.93  0.2106484121028       5.3633E-15     84.0         3.47   3.47       6.22e+05 *       *                   

2026  B1919+14         49.06  0.02   0.618182590832        5.60066E-15    91.64        4.08   4.08       1.75e+06 *       *                   
2027  J1921+1544       50.35  0.61   0.1435756814094       0.98036E-15    385          15.10  15.10      2.32e+06 *       *                   
2028  B1918+19         53.87  2.67   0.821035080573        8.9551E-16     153.85       8.15   8.15       1.45e+07 *       *                   
2029  B1919+20         54.17  2.62   0.76068138902         5.0E-17        101          5.16   5.16       2.41e+08 *       *                   
2030  B1919+21         55.78  3.50   1.3373021601895       1.348207E-15   12.4370      0.30   0.66       1.57e+07 *       *                   

2031  J1922+1733       52.08  1.23   0.2361708772317       13.38394E-15   238          10.00  10.00      2.8e+05  *       *                   
2032  B1920+20         54.42  2.68   1.172763402020        6.4875E-16     203.31       10.74  10.74      2.86e+07 *       *                   
2033  B1920+21         55.28  2.93   1.07792434298         8.1803E-15     217.086      4.00   12.50      2.09e+06 *       *                   
2034  B1921+17         51.71  0.96   0.547209201831        4.3E-17        142.5        6.38   6.38       2.02e+08 *       *                   
2035  J1923+2515       58.95  4.75   0.00378815551961303   9.42E-21       18.85766     0.99   0.99       6.37e+09 *       *                   

2036  J1924+1631       51.40  0.32   2.9351864592          364.212E-15    518.5        28.35  28.35      1.28e+05 *       *                   
2037  J1924+1639       51.42  0.56   0.1580429177826       2.56384E-15    208          9.13   9.13       9.77e+05 *       *                   
2038  B1922+20         55.02  2.33   0.237790138           2.09E-15       213          10.75  10.75      1.8e+06  *       *                   
2039  J1925-16         22.13  -14.54 3.8858                *              88           7.00   +7.00      *        *       RRAT                
2040  J1925+19         53.70  1.41   1.916353              *              328          16.42  16.42      *        *       *                   

2041  B1923+04         40.98  -5.67  1.074078173597        2.45892E-15    102.243      3.95   3.95       6.92e+06 *       *                   
2042  J1926+0737       43.74  -4.26  0.318062050971        0.375E-15      159          5.61   5.61       1.34e+07 *       *                   
2043  J1926-1314       24.92  -13.76 4.86428379983         3.6440E-14     40.83        2.09   2.09       2.11e+06 *       *                   
2044  B1924+14         49.92  -1.04  1.324921971385        2.1948E-16     211.41       8.02   8.02       9.56e+07 *       *                   
2045  B1924+16         51.86  0.06   0.57982281497         1.79944E-14    176.885      6.00   7.74       5.11e+05 *       *                   

2046  B1924+19         54.16  1.41   1.34601218493         1.43E-15       445          30.00  +30.00     1.49e+07 *       *                   
2047  J1926+2016       54.85  1.80   0.2990717782966       3.50084E-15    247          11.85  11.85      1.35e+06 *       *                   
2048  J1927+0911       45.22  -3.70  0.290305256197        6.35E-17       202.7        7.19   7.19       7.24e+07 *       *                   
2049  B1925+18         53.72  0.96   0.482766273821        1.16E-16       254          10.28  10.28      6.59e+07 *       *                   
2050  B1925+188        53.81  0.94   0.298313497249        2.2430E-15     99           4.81   4.81       2.11e+06 *       *                   

2051  B1925+22         56.98  2.73   1.431066414236        7.71E-16       180          9.30   9.30       2.94e+07 *       *                   
2052  J1928+15         50.64  -1.03  0.403                 *              242          9.87   9.87       *        *       RRAT                
2053  J1928+1746       52.93  0.11   0.0687304058253       13.190700E-1   176.68       8.12   8.12       8.26e+04 *       *                   
2054  J1928+1923       54.28  1.02   0.817329808312        6.3495E-15     476          30.00  +30.00     2.04e+06 *       *                   
2055  J1929+00         37.69  -8.25  1.166900              *              33           1.74   1.74       *        *       *                   

2056  J1929+16         51.75  -0.69  0.529681              *              12           0.63   0.63       *        *       *                   
2057  B1926+18         53.85  0.46   1.22047000453         2.36E-15       112          5.34   5.34       8.19e+06 *       *                   
2058  J1929+19         54.17  0.57   0.3392154             *              527          30.00  +30.00     *        *       *                   
2059  J1929+1955       54.88  1.02   0.2578319398983       2.55530E-15    281          12.08  12.08      1.6e+06  *       *                   
2060  J1929+2121       56.12  1.75   0.723598503258        2.1386E-15     66           3.36   3.36       5.36e+06 *       *                   

2061  B1927+13         49.12  -2.32  0.76003196831         3.661E-15      207.3        8.28   8.28       3.29e+06 *       *                   
2062  J1930+17         52.85  -0.48  1.6096903             *              201          9.20   9.20       *        *       *                   
2063  J1930+1852       54.10  0.27   0.136855046957        7.5057E-13     308          7.00   12.32      2.89e+03 *       HE                  
2064  B1929+15         51.41  -1.60  0.314355396469        5.0148E-15     140          6.41   6.41       9.93e+05 *       *                   
2065  J1931+1952       55.13  0.45   0.501123112694        0.1008E-15     441          22.62  22.62      7.88e+07 *       *                   

2066  J1931+30         64.51  5.67   0.582126              *              56           3.03   3.03       *        *       *                   
2067  B1929+10         47.38  -3.88  0.226517635038        1.157426E-15   3.180        0.31   0.17       3.1e+06  *       HE[yhh94]           
2068  J1932+1916       54.66  0.08   0.208214903876        9.31735E-14    *            *      *          3.54e+04 *       NRAD                
2069  B1929+20         55.57  0.64   0.268217402985        4.21706E-15    211.151      5.00   9.15       1.01e+06 *       *                   
2070  B1930+22         57.36  1.55   0.14446976514         5.75717E-14    219.2        10.90  9.63       3.98e+04 *       *                   

2071  J1932-3655       2.07   -23.55 0.57142031970         2.84E-16       59.88        4.41   +4.41      3.19e+07 *       *                   
2072  J1933+0758       44.84  -5.57  0.437454407217        0.2183E-15     165.02       8.33   8.33       3.18e+07 *       *                   
2073  B1930+13         49.35  -3.13  0.928323751417        3.182E-16      177.9        8.10   8.10       4.62e+07 *       *                   
2074  B1931+24         59.48  2.39   0.81369030283         8.1098E-15     106.03       5.52   5.52       1.59e+06 *       *                   
2075  J1933-6211       334.43 -28.63 0.003543431438847     0.37E-20       11.499       0.63   0.63       1.52e+10 ELL1    *                   

2076  J1934+2352       58.97  1.81   0.17843152366         130.699E-15    355.5        23.98  23.98      2.16e+04 *       *                   
2077  J1935+12         48.67  -4.02  1.93990               *              190          9.81   9.81       *        *       *                   
2078  B1933+16         52.44  -2.09  0.3587384107696       6.0025237E-1   158.521      3.70   7.93       9.47e+05 *       *                   
2079  J1935+1726       53.37  -1.37  0.004200101791882     *              61.6         3.11   3.11       *        ELL1    *                   
2080  B1933+17         53.69  -1.31  0.654408146583        3.78E-16       214.6        9.57   9.57       2.74e+07 *       *                   

2081  J1935+2025       56.05  -0.05  0.080118133455        60.7579E-15    182          8.64   8.64       2.09e+04 *       *                   
2082  B1933+15         51.88  -2.47  0.96733836953         4.039E-15      165          8.41   8.41       3.79e+06 *       *                   
2083  J1936+21         56.81  0.16   0.642932              *              264          10.11  10.11      *        *       *                   
2084  J1937-00         37.94  -10.29 0.2401                *              68.6         3.60   3.60       *        *       *                   
2085  J1937+1505       51.57  -2.98  2.8727736506          5.6E-15        237          14.07  14.07      8.11e+06 *       *                   

2086  B1935+25         60.84  2.27   0.20098020244218      6.429167E-16   53.221       2.76   2.76       4.95e+06 *       *                   
2087  J1937+2950       64.50  4.11   1.65742878336         3.4811E-15     113.80       6.44   6.44       7.54e+06 *       *                   
2088  J1938+0650       44.39  -7.10  1.121561892           5.68E-15       70.8         3.64   3.64       3.13e+06 *       *                   
2089  J1938+2010       56.12  -0.67  0.68708185664         3.399E-15      327.7        14.36  14.36      3.2e+06  *       *                   
2090  J1938+2213       57.90  0.31   0.1661155731566       42.4423E-15    91           4.54   4.54       6.2e+04  *       *                   

2091  J1939+10         47.99  -5.50  2.31                  *              90           4.58   4.58       *        *       *                   
2092  B1937+21         57.51  -0.29  0.00155780647244881   1.051212E-19   71.0398      5.00   3.58       2.35e+08 *       HE[tst+01]          
2093  B1937+24         60.17  1.36   0.6453024694          1.8271E-14     142.88       7.34   7.34       5.6e+05  *       *                   
2094  J1940+2337       59.40  0.53   0.546824157964        76.7965E-15    252.1        9.87   9.87       1.13e+05 *       *                   
2095  J1940-2403       15.85  -21.01 1.855276              *              63.3         4.91   +4.91      *        *       *                   

2096  J1941+0121       39.91  -10.43 0.217317451828        1.913E-16      52.7         2.89   2.89       1.8e+07  *       *                   
2097  J1941+1026       48.00  -6.15  0.90539388830         9.962E-16      138.91       8.60   8.60       1.44e+07 *       *                   
2098  J1941+1341       50.80  -4.47  0.559084099229        1.2387E-15     147.9        8.55   8.55       7.15e+06 *       *                   
2099  J1941+2525       61.04  1.26   2.30615269700         160.8349E-15   314.4        15.35  15.35      2.27e+05 *       *                   
2100  B1937-26         13.90  -21.82 0.4028579088754       9.561486E-16   50.036       4.74   +4.74      6.68e+06 *       *                   

2101  B1939+17         54.43  -2.68  0.69626221476         1.01E-16       190          9.83   9.83       1.09e+08 *       *                   
2102  J1943+0609       44.47  -8.64  0.446226281658        4.659E-16      70.76        3.89   3.89       1.52e+07 *       *                   
2103  B1940-12         27.26  -17.16 0.9724288509136       1.655686E-15   28.918       1.64   1.64       9.31e+06 *       *                   
2104  J1944+0907       47.16  -7.36  0.0051852019041260    1.713E-20      24.34        1.28   1.28       4.8e+09  *       *                   
2105  B1941-17         22.31  -19.43 0.841157774341        9.8619E-16     56.32        5.30   +5.30      1.35e+07 *       *                   

2106  B1942+17         54.90  -3.10  1.9968990135          7.3E-16        175          9.50   9.50       4.33e+07 *       *                   
