##############################################################################################################################################
NUM     NAME              Gl     Gb     P0                   P1              DM          DIST   DIST_DM     AGE    BINARY   PSR               
#                       (deg)  (deg)  (s)                                (cm^#3 pc)     (kpc)  (kpc)       (Yr)   (type)   TYPE               
##############################################################################################################################################
583   J1337-6423       307.89 -1.96  0.009423406717798     2.469E-20      259.2        6.30   6.30       6.05e+09 ELL1    *                   
584   B1334-61         308.37 0.31   1.23898957650         1.3854E-14     640.3        8.16   8.16       1.42e+06 *       *                   
585   J1339-4712       311.42 14.87  0.1370546579332       0.00053E-15    39.9         1.77   1.77       4.1e+09  *       *                   

586   J1339-6618       307.79 -3.89  0.55817922185         3.5E-16        241          7.62   7.62       2.53e+07 *       *                   
587   B1336-64         308.05 -2.56  0.37862206628         5.0512E-15     76.99        1.92   1.92       1.19e+06 *       *                   
588   J1341-6023       309.04 1.89   0.627285365870        1.9461E-14     364.6        7.03   7.03       5.11e+05 *       *                   
589   B1338-62         308.73 -0.03  0.193339746306        2.53107E-13    717.3        8.55   8.55       1.21e+04 *       *                   
590   J1342+2822A      42.21  78.71  0.002545              *              26.5         10.40  +1.80      *        *       *                   

591   J1342+2822B      42.22  78.71  0.002389420757786     1.858E-20      26.148       10.40  +1.80      2.04e+09 ELL1    *                   
592   J1342+2822C      42.21  78.71  0.002166              *              26.5         10.40  +1.80      *        *       *                   
593   J1342+2822D      42.22  78.71  0.00544297516         *              26.358       10.40  +1.80      *        DD      *                   
594   J1344-6059       309.34 1.22   0.54010232140         4.3E-17        435          7.17   7.17       1.99e+08 *       *                   
595   J1345-6115       309.41 0.93   1.25308459010         3.25E-15       278.1        5.87   5.87       6.11e+06 *       *                   

596   J1346-4918       312.06 12.59  0.2996251068          0.035E-15      74.42        3.90   3.90       1.36e+08 *       *                   
597   J1347-5947       309.91 2.32   0.609961754304        1.4160E-14     293.4        6.54   6.54       6.82e+05 *       *                   
598   J1348-6307       309.35 -0.96  0.9277722389          3.79E-15       597          8.18   8.18       3.88e+06 *       *                   
599   J1349-6130       309.81 0.59   0.259362860073        5.125E-15      284.6        5.82   5.82       8.02e+05 *       *                   
600   J1350-5115       312.23 10.55  0.29569917630         7.526E-16      90.388       4.52   4.52       6.23e+06 *       *                   

601   J1352-6803       308.61 -5.87  0.628902546380        1.234E-15      214.6        14.24  14.24      8.07e+06 *       *                   
602   J1354-6249       310.07 -0.83  2.951938334           1.48E-14       254          5.62   5.62       3.16e+06 *       *                   
603   B1352-51         312.95 9.71   0.64430109622         2.813E-15      112.1        6.47   6.47       3.63e+06 *       *                   
604   J1355-5747       311.43 4.02   2.0386738254          7.1E-16        229          7.58   7.58       4.52e+07 *       *                   
605   J1355-5925       311.07 2.43   1.21338122674         5.986E-15      354.8        8.43   8.43       3.21e+06 *       *                   

606   J1355-6206       310.33 -0.16  0.276603043150        3.1E-18        547          7.95   7.95       1.41e+09 *       *                   
607   J1356-5521       312.20 6.34   0.507379566696        7.2350E-16     174.172      8.75   8.75       1.11e+07 *       *                   
608   B1353-62         310.47 -0.57  0.455761              *              416.8        6.94   6.94       *        *       *                   
609   J1357-6429       309.92 -2.51  0.166108327507        3.601843E-13   128.5        4.09   4.09       7.31e+03 *       HE[lzg+11]          
610   J1358-2533       321.49 34.89  0.912971              *              31.27        3.08   +3.08      *        *       *                   

611   B1356-60         311.24 1.13   0.12750077685         6.3385E-15     293.71       5.00   5.90       3.19e+05 *       *                   
612   J1400-1438       326.89 45.00  0.0030842332007       0.0E-19        4.928        0.27   0.27       *        BT      *                   
613   J1400-6325       310.59 -1.59  0.0311816011          3.890E-14      563          9.43   9.43       1.27e+04 *       HE                  
614   B1358-63         310.57 -2.14  0.842789632370        1.67258E-14    98.0         1.80   2.60       7.98e+05 *       *                   
615   B1359-51         314.14 9.91   1.380177              *              39           1.52   1.52       *        *       *                   

616   J1403-6310       310.93 -1.42  0.39917017693         9E-17          305          6.14   6.14       7.03e+07 *       *                   
617   J1403-7646       307.10 -14.49 1.3061978120          1.204E-15      100.6        7.03   +7.03      1.72e+07 *       *                   
618   J1404+12         355.22 67.15  2.65027               *              25           1.90   +1.90      *        *       *                   
619   J1405-5641       312.97 4.74   0.61757468514         1.198E-15      273          21.30  +21.30     8.17e+06 *       *                   
620   J1406-5806       312.67 3.35   0.28834924425         6.11E-16       229          6.73   6.73       7.48e+06 *       *                   

621   J1406-6121       311.84 0.20   0.213074653776        5.4701E-14     542.3        9.11   9.11       6.17e+04 *       *                   
622   J1407-6048       312.13 0.68   0.49234420664         3.156E-15      575.2        9.70   9.70       2.47e+06 *       *                   
623   J1407-6153       311.81 -0.35  0.7016149492          8.85E-15       645          9.75   9.75       1.26e+06 *       *                   
624   J1409-6953       309.57 -8.03  0.5285907792          0.84E-15       163          12.60  +12.60     9.97e+06 *       *                   
625   J1410-6132       312.20 -0.09  0.0500519462          32E-15         960          30.00  +30.00     2.48e+04 *       *                   

626   J1410-7404       308.35 -12.04 0.2787294436271       6.74E-18       54.24        2.15   2.15       6.55e+08 *       *                   
627   J1412-6111       312.60 0.14   0.52915639797         1.91E-15       311.8        5.95   5.95       4.38e+06 *       *                   
628   J1412-6145       312.32 -0.37  0.315224970657        9.86598E-14    514.7        9.32   9.32       5.06e+04 *       *                   
629   J1412+7922       118.32 37.02  0.059198212396        4E-19          *            *      *          2.34e+09 *       NRAD                
630   J1413-6141       312.46 -0.34  0.28562462018         3.3344E-13     677          11.00  11.00      1.36e+04 *       *                   

631   J1413-6205       312.37 -0.74  0.10974069969         2.7680E-14     *            *      *          6.28e+04 *       NRAD                
632   J1413-6222       312.24 -0.99  0.29240770249         2.229E-15      808.1        27.74  27.74      2.08e+06 *       *                   
633   B1409-62         312.05 -1.72  0.394945790784        7.4343E-15     121.98       3.68   3.68       8.42e+05 *       *                   
634   J1414-6802       310.59 -6.42  4.6301880619          6.39E-15       153.5        6.60   6.60       1.15e+07 *       *                   
635   J1415-6621       311.23 -4.85  0.39247897310         5.800E-16      260.17       14.40  14.40      1.07e+07 *       *                   

636   J1416-5033       316.50 10.06  0.794882546           0.12E-15       58.5         1.99   1.99       1.05e+08 *       *                   
637   J1416-6037       313.18 0.53   0.29558048193         4.280E-15      289.2        5.72   5.72       1.09e+06 *       *                   
638   J1418-3921       320.82 20.46  1.09680600340         8.892E-16      60.49        5.04   +5.04      1.95e+07 *       *                   
639   J1418-5945       313.71 1.29   1.6725956812          2.71E-16       369          9.31   9.31       9.78e+07 *       *                   
640   J1418-6058       313.32 0.13   0.110573011690        1.69394E-13    *            *      *          1.03e+04 *       NRAD                

641   B1417-54         315.79 6.36   0.9357719221          2.37E-16       129.6        4.90   4.90       6.26e+07 *       *                   
642   J1420-5625       315.00 4.35   0.03411713084786      6.8E-20        64.56        1.74   1.74       8.01e+09 BT      *                   
643   J1420-6048       313.54 0.23   0.06817987659         8.3167E-14     358.8        7.65   7.65       1.3e+04  *       HE[rrj01,waa+09]    
644   J1422-6138       313.52 -0.65  0.34096785164         9.6836E-14     *            *      *          5.58e+04 *       NRAD                
645   J1423-56         315.29 3.87   1.42721               *              32.9         1.33   1.33       *        *       RRAT                

646   J1423-6953       310.74 -8.43  0.333410710172        1.45130E-15    123.98       6.38   6.38       3.64e+06 *       *                   
647   J1424-5556       315.72 4.61   0.770374845874        7.80E-16       198.7        7.71   7.71       1.56e+07 *       *                   
648   J1424-56         315.48 3.91   1.427                 *              32.9         1.22   1.22       *        *       RRAT                
649   J1424-5822       314.90 2.31   0.366734060217        3.943E-15      323.9        10.19  10.19      1.47e+06 *       *                   
650   J1424-6438       312.74 -3.56  1.02350369913         2.4E-16        248          8.31   8.31       6.76e+07 *       *                   

651   J1425-5723       315.38 3.19   0.35326292024         2.2E-17        43.4         1.46   1.46       2.54e+08 *       *                   
652   J1425-5759       315.22 2.61   0.70786760576         7.42E-16       325          10.81  10.81      1.51e+07 *       *                   
653   J1425-6210       313.63 -1.26  0.50173030987         4.8E-16        430.1        9.98   9.98       1.66e+07 *       *                   
654   J1427-4158       321.48 17.39  0.586485556229        0.6212E-15     71           5.89   +5.89      1.5e+07  *       *                   
655   B1424-55         316.43 4.80   0.570290462862        2.0805E-15     82.4         2.29   2.29       4.34e+06 *       *                   

656   J1429-5911       315.26 1.30   0.11584261008         3.0500E-14     *            *      *          6.02e+04 *       NRAD                
657   J1429-5935       315.05 0.95   0.76391483053         4.2751E-14     456.7        10.62  10.62      2.83e+05 *       *                   
658   B1426-66         312.65 -5.40  0.785440757324        2.7695E-15     65.3         1.80   1.80       4.49e+06 *       *                   
659   J1431-5740       315.96 2.66   0.0041105439567658    6.42E-21       131.46       4.07   4.07       1.01e+10 BT      *                   
660   J1432-5032       318.94 9.15   2.0349894792          5.924E-15      113          5.72   5.72       5.44e+06 *       *                   

661   J1433-6038       315.09 -0.20  1.9544296353          5.63E-15       409          9.74   9.74       5.5e+06  *       *                   
662   J1434-6006       315.40 0.26   0.30636786268         3.020E-15      332          7.25   7.25       1.61e+06 *       *                   
663   J1434-6029       315.31 -0.13  0.96334832315         1.03E-15       282          5.78   5.78       1.48e+07 *       *                   
664   J1435-5954       315.58 0.39   0.472995435514        1.5433E-15     44.26        1.46   1.46       4.86e+06 *       *                   
665   J1435-6100       315.19 -0.64  0.009347972210248     2.45E-20       113.7        3.25   3.25       6.05e+09 ELL1    *                   

666   J1437-5959       315.78 0.23   0.0616961234035       8.5870E-15     549.6        11.12  11.12      1.14e+05 *       *                   
667   J1437-6146       315.10 -1.42  0.46761632345         6.3304E-15     200.5        4.77   4.77       1.17e+06 *       *                   
668   J1439-5501       318.10 4.63   0.028634888190455     1.418E-19      14.56        0.76   0.76       3.2e+09  ELL1    *                   
669   B1436-63         314.65 -3.38  0.45960536385         1.1201E-15     124.2        4.03   4.03       6.5e+06  *       *                   
670   J1441-6137       315.65 -1.50  1.17584002290         3.6E-16        166          4.44   4.44       5.18e+07 *       *                   

671   J1443-5122       320.14 7.72   0.7320612647          0.338E-15      87.0         3.17   3.17       3.43e+07 *       *                   
672   J1444-5941       316.79 0.10   2.7602279448          8.2E-15        177.1        4.38   4.38       5.31e+06 *       *                   
673   J1444-6026       316.40 -0.54  4.7585755679          18.542E-15     367.7        8.78   8.78       4.07e+06 *       RRAT                
674   J1446-4701       322.50 11.43  0.00219469577985001   9.8102E-21     55.83202     2.03   2.03       3.54e+09 ELL1    HE                  
675   J1449-5846       317.72 0.66   0.463329577191        8.6E-17        216.6        4.74   4.74       8.54e+07 *       *                   

676   J1452-5851       318.09 0.40   0.38662501748         5.0706E-14     262.4        5.64   5.64       1.21e+05 *       *                   
677   J1452-6036       317.30 -1.17  0.1549913579183       1.44989E-15    349.7        9.44   9.44       1.69e+06 *       *                   
678   J1453+1902       23.39  60.81  0.0057923027349664    1.162E-20      14.049       0.95   0.95       7.9e+09  *       *                   
679   B1449-64         315.73 -4.43  0.1794847539641       2.74610E-15    71.07        2.80   1.84       1.04e+06 *       *                   
680   J1454-5846       318.27 0.39   0.04524877299803      8.17E-19       115.95       3.32   3.32       8.78e+08 BT      *                   

681   J1455-3330       330.72 22.56  0.007987204796261     2.428E-20      13.5708      0.74   0.74       5.21e+09 ELL1    *                   
682   J1455-59         318.10 -0.20  0.1761912             *              498.0        11.45  11.45      *        *       *                   
683   B1451-68         313.87 -8.54  0.2633768148933       9.826E-17      8.6          0.43   0.46       4.25e+07 *       *                   
684   B1454-51         322.13 6.72   1.7483010801          5.29E-15       37           1.37   1.37       5.24e+06 *       *                   
685   J1457-5900       318.56 -0.03  1.4986374368          3.66E-15       175          4.25   4.25       6.49e+06 *       *                   

686   J1457-5902       318.54 -0.04  0.39073936418         1.2306E-14     477.2        11.33  11.33      5.03e+05 *       *                   
687   J1459-6053       317.89 -1.79  0.103150638274        2.52704E-14    *            *      *          6.47e+04 *       NRAD                
688   J1501-0046       356.58 48.05  0.4640368139284       2.391E-16      22.2584      2.37   +2.37      3.07e+07 *       *                   
689   J1501-5637       320.18 1.81   0.7829485661          1.7E-16        258          6.75   6.75       7.3e+07  *       *                   
690   J1502-5653       320.19 1.51   0.535504397790        1.8286E-15     194.0        4.51   4.51       4.64e+06 *       *                   

691   J1502-5828       319.39 0.13   0.66810515091         3.640E-14      584          12.21  12.21      2.91e+05 *       *                   
692   J1502-6128       317.92 -2.48  0.84210384000         1.348E-15      256.5        7.88   7.88       9.9e+06  *       *                   
693   J1502-6752       314.80 -8.07  0.02674442376700      3.145E-19      151.2        11.57  11.57      1.35e+09 ELL1    *                   
694   J1503+2111       29.06  59.30  3.31400150122         0.14E-15       11.75        0.72   0.72       3.75e+08 *       *                   
695   J1504-5621       320.67 1.85   0.41298519981         5.529E-15      143          3.93   3.93       1.18e+06 *       *                   

696   B1503-51         323.08 5.53   0.840738545           6.37E-15       61.0         1.67   1.67       2.09e+06 *       *                   
697   B1504-43         327.34 12.46  0.28675704522         1.6045E-15     48.7         1.79   1.79       2.83e+06 *       *                   
698   B1503-66         315.86 -7.30  0.35565490117         1.157E-15      129.8        5.62   5.62       4.87e+06 *       *                   
699   B1508+55         91.33  52.29  0.739681922904        4.99821E-15    19.613       2.10   1.94       2.34e+06 *       *                   
700   J1509-5850       319.97 -0.62  0.088921760489        9.1698E-15     140.6        3.85   3.85       1.54e+05 *       HE[waa+09]          

701   J1509-6015       319.23 -1.81  0.33903844870         2.121E-15      423.6        13.63  13.63      2.53e+06 *       *                   
702   B1507-44         327.59 11.73  0.9438712975          6.1E-16        84           4.22   4.22       2.45e+07 *       *                   
703   J1511-5414       322.60 3.18   0.2003836959221       4.848E-16      84.76        2.24   2.24       6.55e+06 *       *                   
704   J1511-5835       320.29 -0.51  0.30151055002         3.44E-16       332          7.10   7.10       1.39e+07 *       *                   
705   J1512-5431       322.49 2.92   2.0405315742          1.92E-15       219          6.61   6.61       1.68e+07 *       *                   

706   B1508-57         320.77 -0.11  0.128694148448        6.85121E-15    628.7        12.70  12.70      2.98e+05 *       *                   
707   J1513-5739       321.10 0.10   0.97345803480         2.755E-14      469.7        9.84   9.84       5.6e+05  *       *                   
708   B1509-58         320.32 -1.16  0.15125125831483      1.5314675176   252.5        4.40   5.79       1.56e+03 *       HE[umw+93,ppp+09]   
709   J1513-5946       319.97 -1.70  1.046117156733        8.5284E-15     171.7        4.26   4.26       1.94e+06 *       RRAT                
710   B1510-48         325.87 7.84   0.45483920949         9.25E-16       51.5         1.59   1.59       7.79e+06 *       *                   

711   J1514-4946       325.23 6.85   0.00359               *              31.5         1.27   1.27       *        *       HE                  
712   J1514-5925       320.28 -1.48  0.148796488226        2.8829E-15     194.1        4.50   4.50       8.18e+05 *       *                   
713   J1515-5720       321.39 0.28   0.28664619650         6.098E-15      482          10.32  10.32      7.45e+05 *       *                   
714   J1517-4356       328.85 11.46  0.650836871901        2.155E-16      87.78        4.44   4.44       4.79e+07 *       *                   
715   J1517-4636       327.40 9.22   0.88661249686         2.098E-15      127.0        10.98  +10.98     6.7e+06  *       *                   

716   B1516+02A        3.87   46.80  0.005553592524205     4.122E-20      30.08        8.00   +2.42      2.13e+09 *       *                   
717   B1516+02B        3.86   46.81  0.007946940657879     -3.33E-21      29.47        8.00   +2.42      *        BT      *                   
718   J1518+0204C      3.86   46.79  0.002484              *              29.3         8.00   +2.42      *        BT      *                   
719   J1518+0204D      3.86   46.79  0.002988              *              29.3         8.00   +2.42      *        BT      *                   
720   J1518+0204E      3.86   46.79  0.003182              *              29.3         8.00   +2.42      *        BT      *                   

721   J1518-0627       355.15 41.00  0.7949966745699       4.179E-16      27.9631      2.69   +2.69      3.01e+07 *       *                   
722   J1518+4904       80.81  54.28  0.0409349889083329    2.7190E-20     11.61139     0.70   0.70       2.39e+10 DD      *                   
723   J1518-5415       323.38 2.68   0.214924800284        0.0406E-15     167.2        4.26   4.26       8.39e+07 *       *                   
724   J1519-5734       321.80 -0.24  0.51875778474         4.273E-15      664          13.12  13.12      1.92e+06 *       *                   
725   J1519-6106       319.88 -3.22  2.15430706064         8.372E-15      221          7.23   7.23       4.08e+06 *       *                   

726   J1519-6308       318.74 -4.90  1.25405163056         5.96E-15       250          17.81  17.81      3.33e+06 *       *                   
727   J1522-5525       323.23 1.40   1.3896046876          3.30E-15       79           1.89   1.89       6.67e+06 *       *                   
728   J1522-5735       322.05 -0.42  0.10213598087         3.1239E-14     *            *      *          5.18e+04 *       NRAD                
729   B1518-58         321.63 -1.22  0.395352859901        2.0035E-15     199.9        4.47   4.47       3.13e+06 *       *                   
730   J1524-5625       323.00 0.35   0.078218548881        3.895005E-14   152.7        3.84   3.84       3.18e+04 *       *                   

731   J1524-5706       322.57 -0.19  1.11604861927         3.5647E-13     833          21.59  21.59      4.96e+04 *       *                   
732   J1524-5819       321.91 -1.20  0.96104262694         126.016E-15    406.6        10.87  10.87      1.21e+05 *       *                   
733   J1525-5417       324.26 2.08   1.01169421772         1.6174E-14     235          6.01   6.01       9.91e+05 *       *                   
734   J1525-5545       323.44 0.85   0.011359881791767     1.314E-19      126.934      3.53   3.53       1.37e+09 ELL1    *                   
735   J1525-5605       323.29 0.56   0.28034866206         1.16E-16       338          6.77   6.77       3.83e+07 *       *                   

736   J1526-5633       323.14 0.09   0.30188789663         1.23E-16       329          6.44   6.44       3.89e+07 *       *                   
737   B1524-39         333.05 14.02  2.4175822701          1.907E-14      49           2.01   2.01       2.01e+06 *       *                   
738   B1523-55         323.64 0.59   1.0487048866          1.128E-14      362.7        7.15   7.15       1.47e+06 *       *                   
739   J1528-3146       337.94 20.22  0.06082223035146      24.9E-20       18.163       0.99   0.99       3.87e+09 DD      *                   
740   J1528-4109       332.11 12.67  0.526556139140        3.955E-16      89.50        5.96   5.96       2.11e+07 *       *                   

741   J1529-3828       333.89 14.73  0.00848628211574      2.70E-20       73.62        4.85   4.85       4.98e+09 DD      *                   
742   J1529-5355       325.01 2.01   0.8912645399          8.1E-16        292          7.75   7.75       1.74e+07 *       *                   
743   J1529-5611       323.68 0.17   0.8222487311          4.1E-15        149          3.77   3.77       3.18e+06 *       *                   
744   J1530-5327       325.33 2.35   0.278956721152        4.683E-15      49.6         1.46   1.46       9.44e+05 *       *                   
745   J1530-63         319.51 -6.11  0.9103                *              200          13.60  13.60      *        *       *                   

746   J1531-4012       333.15 13.11  0.356849312855        9.63E-17       106.65       7.75   +7.75      5.87e+07 *       *                   
747   J1531-5610       323.90 0.03   0.0842016828855       1.37406E-14    110.9        3.10   3.10       9.71e+04 *       *                   
748   B1530+27         43.48  54.50  1.124835742767        7.7956E-16     14.698       0.98   0.98       2.29e+07 *       *                   
749   J1532-5308       325.78 2.43   0.44382460830         6.5E-17        181          4.45   4.45       1.08e+08 *       *                   
750   J1534-4428       331.16 9.26   1.2214259588          0.18E-15       137.3        10.94  +10.94     1.08e+08 *       *                   

751   J1534-46         330.01 7.91   0.364835              *              64.4         1.91   1.91       *        *       RRAT                
752   B1530-53         325.72 1.94   1.36888090921         1.4260E-15     24.82        1.13   1.13       1.52e+07 *       *                   
753   B1530-539        325.46 1.48   0.289688895200        1.5429E-15     190.82       4.26   4.26       2.97e+06 *       *                   
754   J1535-4114       333.18 11.82  0.432866133845        4.0705E-15     66.28        2.80   2.80       1.68e+06 *       *                   
755   J1535-4415       331.45 9.32   0.46840160422         0.0405E-15     110.7        5.38   5.38       1.83e+08 *       *                   

756   J1535-5450       325.19 0.76   0.56673415672         1.4338E-14     219.8        4.63   4.63       6.26e+05 *       *                   
757   J1535-5848       322.80 -2.41  0.307177662775        2.716E-15      107.0        3.13   3.13       1.79e+06 *       *                   
758   J1536-3602       336.55 15.84  1.31975904174         0.7900E-15     96           6.45   +6.45      2.65e+07 *       *                   
759   J1536-4948       328.16 4.84   0.00308               *              38.0         1.34   1.34       *        *       *                   
760   J1536-5433       325.37 0.98   0.8814384311          1.91E-15       147.5        3.72   3.72       7.31e+06 *       *                   

761   J1536-5907       322.72 -2.73  0.55784066031         1.366E-15      316          12.09  12.09      6.47e+06 *       *                   
762   B1534+12         19.85  48.34  0.03790444080643456   0.0024226281   11.61436     1.01   0.68       2.48e+08 DD      *                   
763   J1537-4912       328.70 5.18   0.30131077523         1.932E-15      69.7         1.82   1.82       2.47e+06 *       *                   
764   J1537-5153       327.09 3.04   1.52812410566         4.172E-15      93           2.63   2.63       5.8e+06  *       *                   
765   J1537-5645       324.28 -0.94  0.43046412386         2.78E-15       707          24.59  24.59      2.45e+06 *       *                   

766   J1538-5438       325.64 0.68   0.27672613726         1.42E-15       136.9        3.60   3.60       3.08e+06 *       *                   
767   J1538-5519       325.22 0.13   0.39573063893         0.041E-15      611          9.70   9.70       1.53e+08 *       *                   
768   J1538-5551       324.91 -0.30  0.104674920844        3.2082E-15     603          10.40  10.40      5.17e+05 *       *                   
769   J1538-5638       324.38 -0.87  0.84398039688         7.12E-15       546          12.94  12.94      1.88e+06 *       *                   
770   J1538-5732       323.87 -1.62  0.341212811806        4.5498E-15     152.7        3.88   3.88       1.19e+06 *       *                   

771   J1538-5750       323.67 -1.84  0.506568335296        4.2E-17        91           2.41   2.41       1.91e+08 *       *                   
772   J1539-4828       329.43 5.54   1.27284159978         1.267E-15      117          3.74   3.74       1.59e+07 *       *                   
773   J1539-5521       325.26 0.08   1.00495831813         7.28E-16       380          6.84   6.84       2.19e+07 *       *                   
774   B1535-56         324.62 -0.81  0.24339220040         4.8493E-15     175.88       4.00   4.00       7.95e+05 *       *                   
775   J1539-6322       320.49 -6.39  1.63084630957         0.2016E-15     163.5        7.75   7.75       1.28e+08 *       *                   

776   J1540-5736       324.11 -1.89  0.61291628569         4.2E-16        304.5        8.17   8.17       2.31e+07 *       *                   
777   J1541-42         333.51 10.21  *                     *              60           2.07   2.07       *        *       RRAT                
778   J1541-5535       325.42 -0.34  0.29583755345         7.502E-14      428          7.46   7.46       6.25e+04 *       *                   
779   J1542-5034       328.57 3.58   0.5992450364          3.968E-15      91.0         2.58   2.58       2.39e+06 *       *                   
780   J1542-5133       327.91 2.83   1.7838649877          5.9E-16        186          4.87   4.87       4.8e+07  *       *                   

781   J1542-5303       327.07 1.58   1.20756776526         7.780E-14      265.7        6.02   6.02       2.46e+05 *       *                   
782   B1540-06         0.57   36.61  0.709064069786        8.7954E-16     18.403       1.15   1.15       1.28e+07 *       *                   
783   B1541+09         17.81  45.78  0.748448416229        4.3248E-16     35.24        5.90   +2.46      2.74e+07 *       *                   
784   J1543-5013       328.93 3.72   0.6442550645          1.0132E-14     211          6.76   6.76       1.01e+06 *       *                   
785   J1543-5149       327.92 2.48   0.0020569603924157    1.6159E-20     50.93        1.46   1.46       2.02e+09 ELL1    *                   

786   J1543-5459       326.02 -0.04  0.37711856263         5.2018E-14     345.7        6.32   6.32       1.15e+05 *       *                   
787   J1544+4937       79.17  50.17  0.00215928839043292   2.933E-21      23.2258      2.30   +2.30      1.17e+10 ELL1    *                   
788   B1541-52         327.27 1.32   0.178553799688        6.07E-17       35.16        1.29   1.29       4.66e+07 *       *                   
789   J1545-4550       331.89 6.99   0.00357528861884712   5.250E-20      68.390       2.01   2.01       1.08e+09 BT      *                   
790   J1546-3747A      337.02 13.27  0.0026056722466       *              92.17        7.66   +7.66      *        BT      *                   

791   J1546-5302       327.47 1.30   0.58083988615         1.180E-14      287          6.10   6.10       7.8e+05  *       *                   
792   J1546-59         323.79 -3.39  0.00780               *              168.3        4.67   4.67       *        *       *                   
793   J1547-0944       358.31 33.57  1.576924632943        2.938E-15      37.416       3.18   +3.18      8.5e+06  *       *                   
794   J1547-5750       324.66 -2.60  0.64719774666         2.6E-17        148          3.91   3.91       4.01e+08 *       *                   
795   J1547-5839       324.17 -3.24  0.242190323768        5.94E-16       222.3        7.19   7.19       6.46e+06 *       *                   

796   J1548-4821       330.65 4.75   0.14565471947         8E-19          126.0        3.76   3.76       2.88e+09 *       *                   
797   J1548-4927       329.96 3.90   0.602738077704        4.047E-15      141.2        3.89   3.89       2.36e+06 *       *                   
798   J1548-5607       325.86 -1.36  0.170933992695        1.0736E-14     315.5        6.95   6.95       2.52e+05 *       *                   
799   J1549+2113       34.63  49.13  1.262471311613        0.8541E-15     24.8         2.33   +2.33      2.34e+07 *       *                   
800   J1549-4848       330.49 4.30   0.288346763122        1.410892E-14   55.983       1.54   1.54       3.24e+05 *       *                   

801   J1549-57         325.13 -2.35  0.7375                *              17.7         0.91   0.91       *        *       RRAT                
802   J1549-5722       325.20 -2.42  0.49777239400         4.7E-17        102          2.93   2.93       1.68e+08 *       *                   
803   J1550-5242       328.14 1.20   0.74965894957         1.7774E-14     337.7        6.67   6.67       6.68e+05 *       *                   
804   J1550-5317       327.78 0.74   1.42112434544         9.35E-16       600          8.45   8.45       2.41e+07 *       *                   
805   J1550-5418       327.24 -0.13  2.06983302            2.318E-11      830          9.74   9.74       1.41e+03 *       AXP,HE              

806   J1551-0658       1.49   34.76  0.00709               *              21.6         1.46   1.46       *        *       HE                  
807   J1551-4424       333.61 7.45   0.6740603610          0.188E-15      66.5         1.98   1.98       5.68e+07 *       *                   
808   J1551-49         330.59 3.99   0.006284              *              114.6        3.44   3.44       *        *       *                   
809   J1551-5310       328.03 0.67   0.453394164640        1.951299E-13   493          7.52   7.52       3.68e+04 *       *                   
810   J1552-62         322.39 -6.43  0.1988                *              120          4.30   4.30       *        *       *                   

811   B1550-54         327.19 -0.90  1.0813282469          1.565E-14      210          4.80   4.80       1.09e+06 *       *                   
812   J1554-5209       329.01 1.19   0.1252295584025       2.29442E-15    130.8        3.44   3.44       8.65e+05 *       RRAT                
813   J1554-5512       327.09 -1.17  3.418039313           3.12E-14       450          8.05   8.05       1.74e+06 *       *                   
814   J1555-0515       3.97   34.97  0.97540989108         2.054E-15      23.46        1.66   1.66       7.52e+06 *       *                   
815   B1552-23         348.44 22.50  0.5325777412091       6.93702E-16    51.901       4.61   +4.61      1.22e+07 *       *                   

816   B1552-31         342.70 16.76  0.5181097798008       6.2232E-17     73.045       6.10   +6.10      1.32e+08 *       *                   
817   J1556-5358       328.12 -0.44  0.99468068673         1.042E-14      436          6.96   6.96       1.51e+06 *       *                   
818   J1557-4258       335.27 7.95   0.329186857758        3.3012E-16     144.497      7.53   7.53       1.58e+07 *       *                   
819   J1558-5419       328.10 -0.87  0.59457526355         6.04E-15       657          9.09   9.09       1.56e+06 *       *                   
820   J1558-5756       325.73 -3.60  1.12234168628         1.86406E-13    127.8        3.74   3.74       9.54e+04 *       *                   

821   B1556-44         334.54 6.37   0.2570560976508       1.01916E-15    56.1         2.30   1.58       4e+06    *       *                   
822   B1555-55         327.24 -2.02  0.9572424424          2.0479E-14     212.9        5.09   5.09       7.41e+05 *       *                   
823   J1600-3053       344.09 16.45  0.00359792850865547   9.5004E-21     52.3262      2.40   2.67       6e+09    T2      HE[egc+13]          
824   B1557-50         330.69 1.63   0.1926012327811       5.062326E-15   260.56       6.90   5.66       6.03e+05 *       *                   
825   B1556-57         325.97 -3.70  0.194454482247        2.1252E-15     176.55       5.32   5.32       1.45e+06 *       *                   

826   J1600-5916       325.06 -4.80  1.2476661740          8.9E-16        177          6.54   6.54       2.23e+07 *       *                   
827   J1601-50         330.99 1.85   0.860777              *              59.0         1.54   1.54       *        *       *                   
828   J1601-5244       329.45 0.07   2.559356631           7.2E-16        273          5.14   5.14       5.63e+07 *       *                   
829   J1601-5335       328.94 -0.63  0.288456511543        6.2371E-14     194.6        4.04   4.04       7.33e+04 *       *                   
830   J1602-4957       331.37 2.07   0.81999003685         1.594E-14      319          6.83   6.83       8.15e+05 *       *                   

831   B1558-50         330.69 1.29   0.86422735995         6.9580E-14     170.93       8.00   3.80       1.97e+05 *       *                   
